sample_id,specimen_id,Status
736,291,AFSC Freezer
737,292,AFSC Freezer
738,292,AFSC Freezer
739,293,AFSC Freezer
740,293,AFSC Freezer
741,294,AFSC Freezer
742,295,AFSC Freezer
743,295,AFSC Freezer
744,296,AFSC Freezer
745,296,AFSC Freezer
746,297,AFSC Freezer
747,297,AFSC Freezer
748,298,AFSC Freezer
749,298,AFSC Freezer
750,299,LLNL Layer Soln
751,299,AFSC Freezer
752,300,AFSC Freezer
753,300,AFSC Freezer
754,301,AFSC Freezer
755,301,AFSC Freezer
756,302,AFSC Freezer
757,302,AFSC Freezer
758,303,AFSC Freezer
759,303,AFSC Freezer
760,304,AFSC Freezer
761,304,AFSC Freezer
762,305,AFSC Freezer
763,305,AFSC Freezer
764,306,AFSC Freezer
765,306,AFSC Freezer
766,307,AFSC Freezer
767,307,AFSC Freezer
768,308,AFSC Freezer
769,308,AFSC Freezer
770,309,AFSC Freezer
771,309,AFSC Freezer
772,310,AFSC Freezer
773,310,AFSC Freezer
774,311,AFSC Freezer
775,311,AFSC Freezer
776,312,AFSC Freezer
777,312,AFSC Freezer
778,313,AFSC Freezer
779,313,AFSC Freezer
780,314,AFSC Freezer
781,314,AFSC Freezer
