Sample_ID,Specimen_ID,,Make sure Specimen_ID's start at 15
428,153,,
429,154,,
430,154,,
431,155,,
432,155,,
433,156,,
434,156,,
435,156,,
439,157,,
440,157,,
441,158,,
442,158,,
443,159,,
444,159,,
445,159,,
446,160,,
447,160,,
448,161,,
449,161,,
450,162,,
451,162,,
452,163,,
453,163,,
454,164,,
455,164,,
456,164,,
457,165,,
458,165,,
459,165,,
460,166,,
461,166,,
462,167,,
463,167,,
464,168,,
465,168,,
466,168,,
467,157,,
468,157,,
469,169,,
470,169,,
471,158,,
472,158,,
473,170,,
474,170,,
475,170,,
476,171,,
477,171,,
478,171,,
479,172,,
480,172,,
481,173,,
482,173,,
483,172,,
484,172,,
485,174,,
486,174,,
487,174,,
488,175,,
489,175,,
498,173,,
499,173,,
500,182,,
501,182,,
502,183,,
503,183,,
504,184,,
505,184,,
506,184,,
507,185,,
508,185,,
509,185,,
510,See previous DF,,
511,See previous DF,,
512,See previous DF,,
513,See previous DF,,
514,See previous DF,,
515,See previous DF,,
516,186,,
517,186,,
518,186,,
519,187,,
520,187,,
521,187,,
522,188,,
523,188,,
524,188,,
525,152,,
526,152,,
527,163,,
528,163,,
529,110,,
530,110,,
531,189,,
532,189,,
533,189,,
534,154,,
535,154,,
536,155,,
537,155,,
538,190,,
539,190,,
540,190,,
541,190,,
542,190,,
543,191,,
544,191,,
546,191,,
547,191,,
548,191,,
549,191,,
550,192,,
551,193,,
552,194,,
553,195,,
554,196,,
555,197,,
556,198,,
557,199,,
558,315,,
559,200,,
560,201,,
561,202,,
562,203,,
563,204,,
564,205,,
565,206,,
566,207,,
567,208,,
568,209,,
569,210,,
570,211,,
571,212,,
572,213,,
573,214,,
574,215,,
575,216,,
576,217,,
577,218,,
578,219,,
579,206,,
580,220,,
581,221,,
582,221,,
583,221,,
584,221,,
585,221,,
586,221,,
587,221,,
588,222,,
589,222,,
590,222,,
591,222,,
592,222,,
593,222,,
594,223,,
595,224,,
596,225,,
597,226,,
598,227,,
599,228,,
600,229,,
601,230,,
602,231,,
603,231,,
604,231,,
605,231,,
606,231,,
607,231,,
608,232,,
609,232,,
610,232,,
611,232,,
612,232,,
613,232,,
614,233,,
615,233,,
616,233,,
617,233,,
618,233,,
619,233,,
620,234,,
621,234,,
622,234,,
623,234,,
624,234,,
625,235,,
626,230,,
627,236,,
628,237,,
629,45,,
630,224,,
631,238,,
632,239,,
633,39,,
634,37,,
635,44,,
636,38,,
637,240,,
638,228,,
639,241,,
640,242,,
641,243,,
642,42,,
643,46,,
644,244,,
645,226,,
646,245,,
647,246,,
648,247,,
649,248,,
650,249,,
651,40,,
652,250,,
653,41,,
654,251,,
655,43,,
656,252,,
657,253,,
658,254,,
659,255,,
660,256,,
661,257,,
662,258,,
663,259,,
664,259,,
665,259,,
666,260,,
667,261,,
668,262,,
669,262,,
670,263,,
671,263,,
672,264,,
673,264,,
674,265,,
675,265,,
676,266,,
677,266,,
678,267,,
679,268,,
680,268,,
681,269,,
682,269,,
683,270,,
684,270,,
685,271,,
686,271,,
687,272,,
688,272,,
689,273,,
690,273,,
691,274,,
692,274,,
693,274,,
694,273,,
695,272,,
696,271,,
697,270,,
698,269,,
699,267,,
700,268,,
701,266,,
702,265,,
703,263,,
704,264,,
705,262,,
706,275,,
707,275,,
708,276,,
709,276,,
710,277,,
711,277,,
712,278,,
713,278,,
714,279,,
715,279,,
716,280,,
717,280,,
718,281,,
719,281,,
720,282,,
721,283,,
722,283,,
723,284,,
724,284,,
725,285,,
726,285,,
727,286,,
728,286,,
729,287,,
730,287,,
731,288,,
732,289,,
733,289,,
734,290,,
735,290,,
736,291,,
737,292,,
738,292,,
739,293,,
740,293,,
741,294,,
742,295,,
743,295,,
744,296,,
745,296,,
746,297,,
747,297,,
748,298,,
749,298,,
750,299,,
751,299,,
752,300,,
753,300,,
754,301,,
755,301,,
756,302,,
757,302,,
758,303,,
759,303,,
760,304,,
761,304,,
762,305,,
763,305,,
764,306,,
765,306,,
766,307,,
767,307,,
768,308,,
769,308,,
770,309,,
771,309,,
772,310,,
773,310,,
774,311,,
775,311,,
776,312,,
777,312,,
778,313,,
779,313,,
780,314,,
781,314,,
792,326,,
793,326,,
794,326,,
795,327,,
796,327,,
797,327,,
798,328,,
799,328,,
800,328,,
801,328,,
802,328,,
803,328,,
804,329,,
805,329,,
806,329,,
807,330,,
808,330,,
809,330,,
810,331,,
811,331,,
812,331,,
813,332,,
814,332,,
815,332,,
816,333,,
817,333,,
818,334,,
819,334,,
820,335,,
821,335,,
822,336,,
823,336,,
824,337,,
825,337,,
826,338,,
827,338,,
828,339,,
829,339,,
830,340,,
831,340,,
832,341,,
833,341,,
834,342,,
835,342,,
836,343,,
837,343,,
838,344,,
839,344,,
840,345,,
841,345,,
842,346,,
843,346,,
844,347,,
845,347,,
846,348,,
847,348,,
848,349,,
849,350,,
850,351,,
851,352,,
852,353,,
853,354,,
854,355,,
855,355,,
856,355,,
857,356,,
858,356,,
859,356,,
860,357,,
861,357,,
1000,357,,
1001,357,,
862,358,,
863,358,,
864,359,,
865,359,,
866,359,,
867,360,,
868,360,,
869,360,,
870,361,,
871,361,,
872,361,,
873,362,,
874,362,,
875,362,,
876,363,,
877,363,,
878,363,,
879,364,,
880,364,,
881,364,,
882,365,,
883,365,,
884,365,,
885,366,,
886,366,,
887,366,,
888,367,,
889,367,,
890,367,,
891,368,,
892,368,,
893,368,,
894,369,,
895,369,,
896,369,,
897,370,,
898,370,,
899,370,,
900,371,,
901,371,,
902,371,,
903,372,,
904,372,,
905,372,,
906,373,,
907,373,,
908,373,,
909,374,,
910,374,,
911,374,,
912,375,,
913,375,,
914,375,,
915,376,,
916,376,,
917,376,,
918,377,,
919,377,,
920,377,,
921,378,,
922,378,,
923,379,,
924,379,,
925,379,,
926,380,,
927,380,,
928,380,,
929,381,,
930,381,,
931,381,,
932,382,,
933,382,,
934,382,,
935,383,,
936,383,,
937,383,,
938,384,,
939,384,,
940,384,,
941,385,,
942,385,,
943,385,,
944,386,,
945,386,,
946,386,,
947,387,,
948,387,,
949,387,,
950,388,,
951,388,,
952,388,,
953,389,,
954,390,,
955,389,,
956,390,,
957,391,,
958,391,,
959,392,,
960,392,,
996,392,,
997,392,,
961,393,,
962,393,,
963,393,,
964,394,,
965,394,,
966,394,,
967,395,,
968,395,,
969,395,,
970,396,,
971,396,,
972,396,,
973,397,,
974,397,,
975,397,,
976,398,,
977,398,,
978,398,,
979,399,,
980,399,,
981,399,,
982,400,,
983,400,,
984,400,,
985,401,,
986,401,,
987,401,,
988,402,,
989,402,,
990,402,,
991,403,,
992,403,,
993,403,,
994,404,,
995,404,,
998,405,,
999,405,,
1002,406,,
1003,406,,
1042,406,,
1043,406,,
1004,407,,
1044,407,,
1005,407,,
1045,407,,
1006,408,,
1040,408,,
1007,408,,
1041,408,,
1008,409,,
1025,409,,
1009,409,,
1026,409,,
1010,410,,
1047,410,,
1011,410,,
1048,410,,
1012,411,,
1013,411,,
1014,411,,
1015,412,,
1016,412,,
1017,412,,
1018,413,,
1019,413,,
1020,413,,
1021,414,,
1046,414,,
1022,414,,
1023,415,,
1030,415,,
1024,415,,
1027,416,,
1028,416,,
1029,416,,
1031,417,,
1032,417,,
1033,417,,
1034,418,,
1035,418,,
1036,418,,
1037,419,,
1038,419,,
1039,419,,
1049,420,,
1050,420,,
1051,421,,
1052,421,,
1053,421,,
